Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
131941.0,1.42712572344525,-0.919876245694606,-3.16550679495057,1.37884807332352,0.867670052521087,-0.880073653036894,1.48288791305275,-0.569837724645099,-0.0183982084673597,0.259635606128809,-2.04775572730948,-1.0291941338438,-1.60818408921763,1.25659168179936,0.0012244651470051,-0.491730563436303,-0.437132150241586,0.055289766991239,-0.0776537374715865,0.395289671609163,0.453192065902838,0.580948064820957,-0.664472759536459,-1.03631019139463,0.811281880161368,-0.162522151645971,-0.134535086432779,-0.0268347389023334,385.0,0
122469.0,1.80883446689686,-1.33302991313916,-0.556547587163047,-0.165514795366246,-1.38838350489449,-0.731744451561169,-0.663268063765026,-0.0923207644035894,0.479492458237084,0.517942234205579,-1.29822433408161,-0.450946862664921,-0.990599001891926,0.196414683954648,0.730369205207688,-1.36491222233253,-0.205982320438641,1.37324461883133,-0.766320229390042,-0.424836977752775,-0.503475609296267,-1.23412738581758,0.331022378591628,-0.161603558729256,-0.565928688428572,-0.989280794639714,0.0435805143461996,9.28601235991589e-06,158.94,0
35541.0,1.02880662765352,-0.167460338630137,1.34462036854433,1.64979417869834,-0.717661965119619,0.807931455661795,-0.610832684831065,0.397065328174622,0.923156974033363,-0.257200878583612,0.83648755744709,1.93263267288977,-0.0241260935218613,-0.606659979606488,-2.46029003651122,-1.02777683453081,0.577444748482787,-0.971095226099736,0.385402901203559,-0.18832487548297,-0.348085519858226,-0.536812734669818,0.0952086241326998,0.228722125279505,0.3816449864442,-0.540081418927691,0.0908426673610651,0.0207392390028454,7.4,0
131201.0,-1.82422265440613,-0.620020693370301,-0.467198869613807,-0.407000056242754,-0.476089176769928,1.39157457311422,2.4523661115505,0.441657467576127,-0.843092289894088,-1.67094657417863,-0.520258051319495,0.543644236779497,0.502731989037439,0.52045443061816,0.174104109291314,-0.999377756638668,0.706510150359426,-1.9332564224561,-1.0929105064902,0.952881615304257,0.284531513066558,-0.127786541088868,1.24720711755931,-1.15369301506807,-0.0664637176931464,0.361554548201604,-0.209685282339727,0.0606355880608633,556.16,0
147939.0,1.98424079613247,0.115782732788196,-1.65912745028773,0.440728145408658,0.174925629032737,-1.16745403934305,0.153436322285011,-0.217630193318173,0.358445352173547,-0.308374592076621,1.4356985527259,0.676843718998002,-0.338103645201887,-0.473259670913405,0.265013410133106,0.327666392410403,0.246406641809035,0.908694593484483,-0.247638101717515,-0.203358871932845,0.260785208457571,0.869906433060594,-0.0198459605994337,-0.0517545677617219,0.186102461790931,-0.121078973977355,-0.0058945221885278,-0.0401309730415046,11.3,0
134059.0,-3.14631053074193,1.59815522722862,-0.963119876857724,-0.404629566766655,-0.100385654559249,0.47258784592327,-0.754145452603433,-2.3619222839889,-0.2268831058923,-1.12591179021339,0.62249647545594,0.833813618032233,-0.506331552449518,-0.577318682914017,-1.32730012797427,0.495109357353055,1.25192902883301,0.687437603303574,0.104855434286224,-1.34140025891563,3.05800794761667,-0.910789962046386,0.137176832822676,0.633244912069756,1.07635587314827,0.732339820561873,-0.392931542519062,-0.388536997763282,39.93,0
5680.0,-0.348230275313456,0.397211494606673,2.3494089717125,1.17339607717642,-0.133879151919586,0.454457664341579,-0.226819085138412,0.0541966458854069,1.73578906380816,-0.236501347225622,1.40247548938815,-2.3302219844642,0.698721420911221,1.12676486924786,-0.954594466447617,-0.0426437095559825,0.295419450713229,1.13288214675307,0.779783930078815,-0.0500071025705833,-0.139747380360029,0.105727459711277,-0.144609071437144,-0.0688402280401347,-0.374897929960358,-0.455427013107502,-0.180041450787017,-0.161515183388726,12.99,0
120066.0,-7.88058922007512,6.55001947104031,-6.17259100576301,-0.769678926140506,-4.55340776859241,-2.07786828710517,-3.8876515020375,5.69216390379563,0.419513229793527,0.972019151573811,-2.5709144596224,2.44101590922725,0.870907453699893,3.34828900149033,-0.695387775796555,1.25732047369428,1.72351144247259,-0.476355894583179,-0.58234091536175,0.29403519702441,-0.144865305567471,-1.03469303091037,0.828410895420697,-0.017477221290903,0.514838970423832,0.199277830155476,-0.200415048406601,-0.164711361352254,8.99,0
66824.0,1.18522840353998,0.363214709878948,0.413729295049469,1.25102810394957,-0.243934727712187,-0.836648409088356,0.250599725570382,-0.277617181030656,-0.207836361350611,0.016626016130892,-0.202724924395813,0.841576639994705,1.30746499915947,0.0821019326648068,0.80166316996888,0.0935786258501792,-0.544100655761678,-0.219405951764741,-0.491707236861231,-0.0082139220309672,0.100372869253904,0.342841533971318,-0.146701173443518,0.437886730215685,0.70710572504098,-0.28804303674423,0.021623763641022,0.0293143515026394,29.99,0
162849.0,2.03832929239059,-0.11451040784649,-1.21097497277636,0.198567426455453,0.147861613193759,-0.573655110867921,0.0649416900977867,-0.141619918059712,0.294073587488145,0.23153298490015,0.666460413859497,1.06321312499261,0.134923216132494,0.435961727706647,-0.593694448624804,0.144812282027091,-0.63258894815576,-0.343971041033412,0.513461006773234,-0.200555644546134,-0.256774216427959,-0.629231976334023,0.283939966534073,-0.463624047044594,-0.287350795928488,0.208021124210715,-0.0713500469238477,-0.0744957437179185,1.98,0
68905.0,1.17464131959002,-0.0848970017132515,-0.256066571126865,-0.219801850389625,-0.149242226219113,-0.888967880999107,0.348766662268469,-0.191992468341485,-0.25725430619453,-0.0347032831352326,1.2115627071366,0.696074921041698,-0.309681567353279,0.721083512552708,0.192610911648047,0.303083951559649,-0.49987912626293,-0.3500866066398,0.742078826934728,0.0571213276320378,-0.318735137058895,-1.14425839384047,0.0449037212888006,0.0367198637810647,0.185373748870947,0.733109471562677,-0.127804979300274,-0.0042686538351511,69.95,0
168586.0,-0.496713746804603,2.00892883744773,-2.41026105712043,-0.260957244792845,2.01484088602764,-1.07030781953197,1.5689915916372,-0.616791875826749,-0.18230633422681,-0.780432345667804,-0.635503661375921,-0.940904941031883,-0.360799228826033,-2.68445842350373,-0.140825866900865,0.12322064387231,2.03182542452085,0.843635897711281,0.151415904686487,-0.113324956264023,0.20919716087353,0.392837058873429,-0.19917903631754,-0.001652959672676,-0.75455285323084,0.496728864049778,-0.765836414915664,0.292676128245468,0.76,0
124413.0,-0.107283283780541,1.06125286901152,-1.09850323987964,-1.47440519775153,1.66449705551646,-0.8503690680887,1.719095429038,-0.445302918259588,-0.0936992410787059,0.246916346750299,-0.238071332036428,-0.414356876423559,-1.23785113012531,0.781658349658347,-0.644063569295537,-0.212471361965718,-1.09563637037332,0.544976455097641,0.542402442582612,0.0928632106352224,0.131645274534132,0.760814900308306,-0.420302844565594,-1.07528049873935,-0.207008970785681,0.115317817133007,0.32771517463737,0.0813533444624779,0.77,0
35398.0,1.05147042252351,-0.0823062870118914,1.37811893736533,1.22159146142498,-0.787408051353261,0.48508779604575,-0.693684936295262,0.327520389120819,0.522859200109764,-0.0952364991614813,1.41587671982534,1.64556559150944,0.497124514088744,-0.242323964312108,-0.352143730430295,-0.106434095226201,-0.180255171446058,-0.157388616837177,-0.361749404567356,-0.121883208810216,0.0377657067614506,0.341338601096055,0.0296492212581575,0.23848657965931,0.304655898222848,-0.411123998614878,0.0893301404216716,0.02809659121023,9.99,0
